full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
ini bagaimana yaaa paket dari tanggal mei sampai sekarang belum sampai balesan awal katanya direturn abis itu suruh nunggu sampai tanggal juni hampir sebulan ini,ini bagaimana yaaa paket dari tanggal mei sampai sekarang belum sampai balesan awal katanya direturn abis itu suruh nunggu sampai tanggal juni hampir sebulan ini,"this is what the package from may until now hasn't arrived at the beginning of the initials, he said, it was told to wait until june for almost a month",package may arrived beginning initials said told wait june almost month,"['package', 'may', 'arrived', 'beginning', 'initials', 'said', 'told', 'wait', 'june', 'almost', 'month']","['package', 'may', 'arrive', 'begin', 'initial', 'say', 'told', 'wait', 'june', 'almost', 'month']"
admin lama sangat sih atas tidak resi pdhl instan,admin lama sangat sih atas tidak resi pdhl instan,"the old admin is very above, not receipt",old admin above receipt,"['old', 'admin', 'above', 'receipt']","['old', 'admin', 'above', 'receipt']"
Tidak bisa banyak berharap dah kalau kurirnya sicepat atau anteraja,Tidak bisa banyak berharap dah kalau kurirnya atau,can't expect much if the courier or,cant expect much courier,"['cant', 'expect', 'much', 'courier']","['cant', 'expect', 'much', 'courier']"
Min ini actionnya apa ya Udah dari tanggal Juni loh Di Wa dan email juga responnya nggak ada,Min ini actionnya apa ya Udah dari tanggal Juni loh Di Wa dan email juga responnya nggak ada,"min, what is this action from june on wa and the e -mail also does not exist",min action june wa e mail also exist,"['min', 'action', 'june', 'wa', 'e', 'mail', 'also', 'exist']","['min', 'action', 'june', 'wa', 'e', 'mail', 'also', 'exist']"
ini paket saya lu ilangin kah kok sudah hari kaga nyampe pdhl cmn dari jkt ke madiun,ini paket saya lu ilangin kah kok sudah hari kaga nyampe pdhl cmn dari jkt ke madiun,"this is my package, how come i have arrived at the day when i arrived at pdhl from jkt to madiun",package come arrived day arrived pdhl jkt madiun,"['package', 'come', 'arrived', 'day', 'arrived', 'pdhl', 'jkt', 'madiun']","['package', 'come', 'arrive', 'day', 'arrive', 'pdhl', 'jkt', 'madiun']"
gamau tahu besok sudah harus sampe,gamau tahu besok sudah harus sampe,"i don't know tomorrow, i have to arrive",know tomorrow arrive,"['know', 'tomorrow', 'arrive']","['know', 'tomorrow', 'arrive']"
sicepat ganti saja jadi silambat,ganti saja jadi silambat,just change it to,change,['change'],['change']
bokap jadi berantem sama adek gara adek saya belain anter paket saya yang tidak dipickup mulu sama sicepat dari hari sabtu,bokap jadi berantem sama adek gara adek saya belain anter paket saya yang tidak dipickup mulu sama dari hari sabtu,bokap became a fight with my brother because i bought my package anter that was not pickup the same from saturday,bokap became fight brother bought package anter pickup saturday,"['bokap', 'became', 'fight', 'brother', 'bought', 'package', 'anter', 'pickup', 'saturday']","['bokap', 'become', 'fight', 'brother', 'bought', 'package', 'anter', 'pickup', 'saturday']"
mana paketku,mana paketku,where is my package,package,['package'],['package']
Pengakuan Anteraja dan SiCepat Terhadap Isu Dugaan Monopoli Shopee Sejak Kita Berdiri Sebagai,Pengakuan dan Terhadap Isu Dugaan Monopoli Shopee Sejak Kita Berdiri Sebagai,confession and the issue of alleged shopee monopoly since we stood as,confession issue alleged shopee monopoly since stood,"['confession', 'issue', 'alleged', 'shopee', 'monopoly', 'since', 'stood']","['confession', 'issue', 'allege', 'shopee', 'monopoly', 'since', 'stood']"
males sangat pakai sicepat sumpah aneh,males sangat pakai sumpah aneh,lazy to use a strange oath,lazy use strange oath,"['lazy', 'use', 'strange', 'oath']","['lazy', 'use', 'strange', 'oath']"
Aku ngedrop paket ke gudangnya njirrr Sumpah saya taunya sicepat dekat rumah saya tuh gudangnya itu drop pointnya malah saya tidak tahu dimana Itu gpp kan yak Kata kurir disana gpp yang penting resinya sudah ada tetapi saya worry saja wkwk,Aku ngedrop paket ke gudangnya njirrr Sumpah saya taunya dekat rumah saya tuh gudangnya itu drop pointnya malah saya tidak tahu dimana Itu gpp kan yak Kata kurir disana gpp yang penting resinya sudah ada tetapi saya worry saja wkwk,"i dropped the package to the warehouse, i swear, i know that i was near my house, the warehouse was dropped, instead i didn't know where it was gpp, i said the courier there gpp, the important thing",dropped package warehouse swear know near house warehouse dropped instead know gpp said courier gpp important thing,"['dropped', 'package', 'warehouse', 'swear', 'know', 'near', 'house', 'warehouse', 'dropped', 'instead', 'know', 'gpp', 'said', 'courier', 'gpp', 'important', 'thing']","['drop', 'package', 'warehouse', 'swear', 'know', 'near', 'house', 'warehouse', 'drop', 'instead', 'know', 'gpp', 'say', 'courier', 'gpp', 'important', 'thing']"
Mana admin kok tidak dibales,Mana admin kok tidak dibales,where is the admin not dibales,admin dibales,"['admin', 'dibales']","['admin', 'dibales']"
halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,"hello, please follow up my order has never been picked up by the courier since earlier",hello please follow order never picked courier since earlier,"['hello', 'please', 'follow', 'order', 'never', 'picked', 'courier', 'since', 'earlier']","['hello', 'please', 'follow', 'order', 'never', 'picked', 'courier', 'since', 'earlier']"
Demi Allah kurir sicepat jelek banget Gada kabar,Demi Allah kurir jelek banget Gada kabar,"for the sake of allah, the courier is really bad",sake allah courier really bad,"['sake', 'allah', 'courier', 'really', 'bad']","['sake', 'allah', 'courier', 'really', 'bad']"
ini harus bagaimana yaa supaya paketnya di pick up,ini harus bagaimana yaa supaya paketnya di pick up,what should i do so the package is picked up,package picked,"['package', 'picked']","['package', 'picked']"
Pengiriman tanggal via sicepat dan jampt latepost,Pengiriman tanggal via dan jampt latepost,delivery date via and jampt latepost,delivery date via jampt latepost,"['delivery', 'date', 'via', 'jampt', 'latepost']","['delivery', 'date', 'via', 'jampt', 'latepost']"
cek dm ada dua paket yang kemarin seharusnya di pick up tetapi sampai hari ini belum di pick up ya terima kasih,cek dm ada dua paket yang kemarin seharusnya di pick up tetapi sampai hari ini belum di pick up ya terima kasih,check dm there are two packages that yesterday should be picked up but to this day have not been picked up,check dm two packages yesterday picked day picked,"['check', 'dm', 'two', 'packages', 'yesterday', 'picked', 'day', 'picked']","['check', 'dm', 'two', 'package', 'yesterday', 'picked', 'day', 'picked']"
No wa nya yang mana admin,No wa nya yang mana admin,no wa where admin,wa admin,"['wa', 'admin']","['wa', 'admin']"
Kurir sicepat beneran lelet,Kurir beneran lelet,courier is really slow,courier really slow,"['courier', 'really', 'slow']","['courier', 'really', 'slow']"
Maaf sudah wa tetapi tidak di balas bagaimana yaa,Maaf sudah wa tetapi tidak di balas bagaimana yaa,"sorry, wa, but it's not answered",sorry wa answered,"['sorry', 'wa', 'answered']","['sorry', 'wa', 'answer']"
sangat gw hubungi pihak cust jawaban nya sama serba di janji in di suruh menunggu diang tanpa kejelasan yang pasti Itu karyawan nya kurirnya tim operasional nya tim investigqsinya ngapain ajh ya,sangat gw hubungi pihak cust jawaban nya sama serba di janji in di suruh menunggu diang tanpa kejelasan yang pasti Itu karyawan nya kurirnya tim operasional nya tim investigqsinya ngapain ajh ya,i really contacted the cust to answer the same as promised in being told to wait for it without clarity.,really contacted cust answer promised told wait without clarity,"['really', 'contacted', 'cust', 'answer', 'promised', 'told', 'wait', 'without', 'clarity']","['really', 'contact', 'cust', 'answer', 'promise', 'told', 'wait', 'without', 'clarity']"
Pada akhirnya menunggu dari pagi sampai tengah malam pun hanya cuma di janji kan di suruh menunggu tanpa kejelasan sementara seragam kerja dimana yang harus saya gunakan pagi ini pukul itu belum sampai di tangan saya Enak nya di tuntut bagaimana ini perusahaan,Pada akhirnya menunggu dari pagi sampai tengah malam pun hanya cuma di janji kan di suruh menunggu tanpa kejelasan sementara seragam kerja dimana yang harus saya gunakan pagi ini pukul itu belum sampai di tangan saya Enak nya di tuntut bagaimana ini perusahaan,"in the end, waiting from morning to midnight, just promised, right, was told to wait without clarity while the work uniforms i had to use this morning at that time had not arrived in my hands, it was sued how this was the company",end waiting morning midnight promised right told wait without clarity work uniforms use morning time arrived hands sued company,"['end', 'waiting', 'morning', 'midnight', 'promised', 'right', 'told', 'wait', 'without', 'clarity', 'work', 'uniforms', 'use', 'morning', 'time', 'arrived', 'hands', 'sued', 'company']","['end', 'wait', 'morning', 'midnight', 'promise', 'right', 'told', 'wait', 'without', 'clarity', 'work', 'uniform', 'use', 'morning', 'time', 'arrive', 'hand', 'sue', 'company']"
Perusahaan ekspedisi yang tidak bertanggung jawab dan merugikan orang kain,Perusahaan ekspedisi yang tidak bertanggung jawab dan merugikan orang kain,an expedition company that is not responsible and detrimental to others,expedition company responsible detrimental others,"['expedition', 'company', 'responsible', 'detrimental', 'others']","['expedition', 'company', 'responsible', 'detrimental', 'others']"
Gara perusahaan tidak profesional ini nih saya smpe harus kehilangan pekerjaan saya di karenakan seragam yang saya beli melalui jasa kurir ini tidak bertanggung jawab penuh Siapa sekarang yng bertanggung jawab atas hal itu,Gara perusahaan tidak profesional ini nih saya smpe harus kehilangan pekerjaan saya di karenakan seragam yang saya beli melalui jasa kurir ini tidak bertanggung jawab penuh Siapa sekarang yng bertanggung jawab atas hal itu,"because of this unprofessional company, i have to lose my job because the uniform i bought through the services of this courier is not fully responsible who is now responsible for that",unprofessional company lose job uniform bought services courier fully responsible responsible,"['unprofessional', 'company', 'lose', 'job', 'uniform', 'bought', 'services', 'courier', 'fully', 'responsible', 'responsible']","['unprofessional', 'company', 'lose', 'job', 'uniform', 'bought', 'service', 'courier', 'fully', 'responsible', 'responsible']"
lelet,lelet,slow,slow,['slow'],['slow']
Hi kak mohon maaf atas kendala mengenai pesanan yang belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan tidak pesanan ke DM twitter ya Ditunggu KK,Hi kak mohon maaf atas kendala mengenai pesanan yang belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan tidak pesanan ke DM twitter ya Ditunggu KK,"hi sis apologize for the obstacles regarding orders that have not been received and the wrong address for further checking may inform the details of the username constraints and not orders to dm twitter, yes, wait for kk",hi sis apologize obstacles regarding orders received wrong address checking may inform details username constraints orders dm twitter yes wait kk,"['hi', 'sis', 'apologize', 'obstacles', 'regarding', 'orders', 'received', 'wrong', 'address', 'checking', 'may', 'inform', 'details', 'username', 'constraints', 'orders', 'dm', 'twitter', 'yes', 'wait', 'kk']","['hi', 'si', 'apologize', 'obstacle', 'regard', 'order', 'receive', 'wrong', 'address', 'check', 'may', 'inform', 'detail', 'username', 'constraint', 'order', 'dm', 'twitter', 'yes', 'wait', 'kk']"
Selamat malam admin Mohon bantuannya Saya tinggal di daerah Pondok Bambu Duren Sawit Jakarta timur mau kirim paket sudah atur jadwal pickup dari sabtu sore tetapi sampai sekarang belum ada yang datang Saya juga tidak tahu harus menghubungi kemana,Selamat malam admin Mohon bantuannya Saya tinggal di daerah Pondok Bambu Duren Sawit Jakarta timur mau kirim paket sudah atur jadwal pickup dari sabtu sore tetapi sampai sekarang belum ada yang datang Saya juga tidak tahu harus menghubungi kemana,"good evening admin please help i live in the area of ​​pondok bambu duren sawit, east jakarta want to send a package already set the pickup schedule from saturday afternoon but until now no one has come i also do not know where to contact where",good evening admin please help live area pondok bambu duren sawit east jakarta want send package already set pickup schedule saturday afternoon one come also know contact,"['good', 'evening', 'admin', 'please', 'help', 'live', 'area', 'pondok', 'bambu', 'duren', 'sawit', 'east', 'jakarta', 'want', 'send', 'package', 'already', 'set', 'pickup', 'schedule', 'saturday', 'afternoon', 'one', 'come', 'also', 'know', 'contact']","['good', 'even', 'admin', 'please', 'help', 'live', 'area', 'pondok', 'bambu', 'duren', 'sawit', 'east', 'jakarta', 'want', 'send', 'package', 'already', 'set', 'pickup', 'schedule', 'saturday', 'afternoon', 'one', 'come', 'also', 'know', 'contact']"
ini kurirmu bukan,ini kurirmu bukan,this is your courier,courier,['courier'],['courier']
kirain sicepat doang yang problem ternyata jodante juga sksjdhdh kurir ngantuk kh,kirain doang yang problem ternyata jodante juga sksjdhdh kurir ngantuk kh,i think that the problem is that jodante also sksjdhdh is sleepy courier kh,think problem jodante also sksjdhdh sleepy courier kh,"['think', 'problem', 'jodante', 'also', 'sksjdhdh', 'sleepy', 'courier', 'kh']","['think', 'problem', 'jodante', 'also', 'sksjdhdh', 'sleepy', 'courier', 'kh']"
