full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
Oke siap nanti mwu dikirim pakai sicepat jnt aph jne,Oke siap nanti mwu dikirim pakai aph,okay ready later mwu sent using aph,okay ready later mwu sent using aph,"['okay', 'ready', 'later', 'mwu', 'sent', 'using', 'aph']","['okay', 'readi', 'later', 'mwu', 'sent', 'use', 'aph']",okay readi later mwu sent use aph,0.241,0.0,0.759,positive
Muridku Ada yang namanya Lanang sama Gesit Yang Gesit suka kupanggil si Gesit kurirnya Sicepat Waktu SMP ada teman yang namanya Cantika,Muridku Ada yang namanya Lanang sama Gesit Yang Gesit suka kupanggil si Gesit kurirnya Waktu SMP ada teman yang namanya Cantika,my student has a name for lanang and nimble who likes to call the nimbies in middle school there is a friend whose name is cantika,student name lanang nimble likes call nimbies middle school friend whose name cantika,"['student', 'name', 'lanang', 'nimble', 'likes', 'call', 'nimbies', 'middle', 'school', 'friend', 'whose', 'name', 'cantika']","['student', 'name', 'lanang', 'nimbl', 'like', 'call', 'nimbi', 'middl', 'school', 'friend', 'whose', 'name', 'cantika']",student name lanang nimbl like call nimbi middl school friend whose name cantika,0.341,0.0,0.659,positive
Huft tahu begitu drpd pakai sicepat mending pakai spx ish,Huft tahu begitu drpd pakai mending pakai ish,huft know so from using it better to use ish,huft know using better use ish,"['huft', 'know', 'using', 'better', 'use', 'ish']","['huft', 'know', 'use', 'better', 'use', 'ish']",huft know use better use ish,0.367,0.0,0.633,positive
Moots mau tanya saya baru pertama kali kan pakai sicepat buat pick up barang tetapi dia chat gini kan nah terus bagaimana ya saya hubunginnya Atau nunggu dihubungin Sedang Aku sudah bales pesan ini semalem tetapi tidak dijawab soalnya ini wa business tolong pencerahannya,Moots mau tanya saya baru pertama kali kan pakai buat pick up barang tetapi dia chat gini kan nah terus bagaimana ya saya hubunginnya Atau nunggu dihubungin Sedang Aku sudah bales pesan ini semalem tetapi tidak dijawab soalnya ini wa business tolong pencerahannya,"moots want to ask me for the first time, i use it to pick up the goods, but he chat like this, right, how do i contact it or wait for it to be contacted while i have replied this message last night but it was not answered because this was wa business please enlightenment",moots want ask first time use pick goods chat like this right contact wait contacted replied message last night answered wa business please enlightenment,"['moots', 'want', 'ask', 'first', 'time', 'use', 'pick', 'goods', 'chat', 'like', 'this', 'right', 'contact', 'wait', 'contacted', 'replied', 'message', 'last', 'night', 'answered', 'wa', 'business', 'please', 'enlightenment']","['moot', 'want', 'ask', 'first', 'time', 'use', 'pick', 'good', 'chat', 'like', 'thi', 'right', 'contact', 'wait', 'contact', 'repli', 'messag', 'last', 'night', 'answer', 'wa', 'busi', 'pleas', 'enlighten']",moot want ask first time use pick good chat like thi right contact wait contact repli messag last night answer wa busi pleas enlighten,0.333,0.0,0.667,positive
anteraja itu emg bikin kemusuhannnn benar anjrit lama pol mending sicepat tetapi sama lamanya mending banget spx kek buroq,itu emg bikin kemusuhannnn benar anjrit lama pol mending tetapi sama lamanya mending banget kek buroq,"that is making the ability to be true for a long time, pol, but it's the same, it's better to be really better",making ability true long time pol same better really better,"['making', 'ability', 'true', 'long', 'time', 'pol', 'same', 'better', 'really', 'better']","['make', 'abil', 'true', 'long', 'time', 'pol', 'same', 'better', 'realli', 'better']",make abil true long time pol same better realli better,0.551,0.0,0.449,positive
Emang gajelas sicepat,Emang gajelas,it's clear,clear,['clear'],['clear'],clear,1.0,0.0,0.0,positive
haloo admin paket boleh di bantu di kirim ulang ke penerima ini kok tiba tiba di retur padahal penerima ada di rumah paketnya urgent admin,haloo admin paket boleh di bantu di kirim ulang ke penerima ini kok tiba tiba di retur padahal penerima ada di rumah paketnya urgent admin,"hello admin package can be helped to be re -send to this recipient, how come suddenly in the return even though the recipient is at the packet house urgent admin",hello admin package helped send recipient come suddenly return even though recipient packet house urgent admin,"['hello', 'admin', 'package', 'helped', 'send', 'recipient', 'come', 'suddenly', 'return', 'even', 'though', 'recipient', 'packet', 'house', 'urgent', 'admin']","['hello', 'admin', 'packag', 'help', 'send', 'recipi', 'come', 'suddenli', 'return', 'even', 'though', 'recipi', 'packet', 'hous', 'urgent', 'admin']",hello admin packag help send recipi come suddenli return even though recipi packet hous urgent admin,0.243,0.0,0.757,positive
paket yang pakai sicepat tadi sudah saya drop off yaa mohon ditunggu thank you,paket yang pakai tadi sudah saya drop off yaa mohon ditunggu thank you,"i have dropped off the package off, please wait for you, thank you",dropped package off please wait you thank,"['dropped', 'package', 'off', 'please', 'wait', 'you', 'thank']","['drop', 'packag', 'off', 'pleas', 'wait', 'you', 'thank']",drop packag off pleas wait you thank,0.26,0.219,0.521,positive
ini pusat nya tidak ada yang nindak apa cabang kaya begitu,ini pusat nya tidak ada yang nindak apa cabang kaya begitu,"this is not the center of nothing, what branches are like that",center nothing branches like,"['center', 'nothing', 'branches', 'like']","['center', 'noth', 'branch', 'like']",center noth branch like,0.455,0.0,0.545,positive
Aku selama ini pakai semuanya aman kak sicepat spx Alhamdulillah aman terkendali,Aku selama ini pakai semuanya aman kak Alhamdulillah aman terkendali,"i have been using everything safe, sis, thank god, it is safe to control",using everything safe sis thank god safe control,"['using', 'everything', 'safe', 'sis', 'thank', 'god', 'safe', 'control']","['use', 'everyth', 'safe', 'si', 'thank', 'god', 'safe', 'control']",use everyth safe si thank god safe control,0.722,0.0,0.278,positive
Reguler rasa hemat lama bgttt sumpah sicepat jakartasukabumi sudah tanggal belum sampe juga,Reguler rasa hemat lama bgttt sumpah jakartasukabumi sudah tanggal belum sampe juga,"regular long saving, so the oath of jakartakasakabumi has not arrived yet",regular long saving oath jakartakasakabumi arrived yet,"['regular', 'long', 'saving', 'oath', 'jakartakasakabumi', 'arrived', 'yet']","['regular', 'long', 'save', 'oath', 'jakartakasakabumi', 'arriv', 'yet']",regular long save oath jakartakasakabumi arriv yet,0.348,0.0,0.652,positive
TOLONG DONG SOLUSINYA GIMANA INI SILELET,TOLONG DONG SOLUSINYA GIMANA INI SILELET,please help the solution how this is a milelet,please help solution milelet,"['please', 'help', 'solution', 'milelet']","['pleas', 'help', 'solut', 'milelet']",pleas help solut milelet,0.474,0.0,0.526,positive
sbt sicepat halu mau pickup barang saja kah,sbt halu mau pickup barang saja kah,just want to pick up goods,want pick goods,"['want', 'pick', 'goods']","['want', 'pick', 'good']",want pick good,0.808,0.0,0.192,positive
Aku juga dulu pernah kyk begitu sama si cepat emang para seller kadang ada juga yang bilang tidak rekomen pakai si cepat karena sering kyk giniakhirnya tidak pernah pakai Sedang,Aku juga dulu pernah kyk begitu sama si cepat emang para seller kadang ada juga yang bilang tidak rekomen pakai si cepat karena sering kyk giniakhirnya tidak pernah pakai Sedang,"i also used to be so the same as the same as fast, sometimes there are also some who say they don't recommend using the fast because they often don't use it.",also used fast sometimes also say recommend using fast often use it,"['also', 'used', 'fast', 'sometimes', 'also', 'say', 'recommend', 'using', 'fast', 'often', 'use', 'it']","['also', 'use', 'fast', 'sometim', 'also', 'say', 'recommend', 'use', 'fast', 'often', 'use', 'it']",also use fast sometim also say recommend use fast often use it,0.379,0.0,0.621,positive
Bukti Nomor Resi JNE dan Paket Yang Sudah Sampai Jasa pengiriman via JNE JampT SICEPAT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi JNE dan Paket Yang Sudah Sampai Daftar Menu,Bukti Nomor Resi dan Paket Yang Sudah Sampai Jasa pengiriman via JampT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi dan Paket Yang Sudah Sampai Daftar Menu,proof of receipt number and package that has reached shipping service via jampt payment via transfer we do not serve cod check proof of receipt number and package that has arrived in the menu list,proof receipt number package reached shipping service via jampt payment via transfer serve cod check proof receipt number package arrived menu list,"['proof', 'receipt', 'number', 'package', 'reached', 'shipping', 'service', 'via', 'jampt', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'package', 'arrived', 'menu', 'list']","['proof', 'receipt', 'number', 'packag', 'reach', 'ship', 'servic', 'via', 'jampt', 'payment', 'via', 'transfer', 'serv', 'cod', 'check', 'proof', 'receipt', 'number', 'packag', 'arriv', 'menu', 'list']",proof receipt number packag reach ship servic via jampt payment via transfer serv cod check proof receipt number packag arriv menu list,0.163,0.0,0.837,positive
Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,"for follow -up, you can find the details of the obstacles to wa yes sis to respond only through wa thanks fino",follow up find details obstacles wa yes sis respond wa thanks fino,"['follow', 'up', 'find', 'details', 'obstacles', 'wa', 'yes', 'sis', 'respond', 'wa', 'thanks', 'fino']","['follow', 'up', 'find', 'detail', 'obstacl', 'wa', 'ye', 'si', 'respond', 'wa', 'thank', 'fino']",follow up find detail obstacl wa ye si respond wa thank fino,0.185,0.0,0.815,positive
Tokopedia ini kok masih mau kerjasama dengan SiCepat anjir Dulu SiCepat emang beneran cepat sekarang layanan reguler saja lamanya sudah kaya cargo,Tokopedia ini kok masih mau kerjasama dengan anjir Dulu emang beneran cepat sekarang layanan reguler saja lamanya sudah kaya cargo,"tokopedia, how come i still want to cooperate with anjir first, it's really fast now that the regular service is already rich in cargo",tokopedia come still want cooperate anjir first really fast regular service already rich cargo,"['tokopedia', 'come', 'still', 'want', 'cooperate', 'anjir', 'first', 'really', 'fast', 'regular', 'service', 'already', 'rich', 'cargo']","['tokopedia', 'come', 'still', 'want', 'cooper', 'anjir', 'first', 'realli', 'fast', 'regular', 'servic', 'alreadi', 'rich', 'cargo']",tokopedia come still want cooper anjir first realli fast regular servic alreadi rich cargo,0.368,0.0,0.632,positive
Done kak terima kasih banyak kak kalau pakai sicepat bisa kak,Done kak terima kasih banyak kak kalau pakai bisa kak,"done sis, thank you very much sis if you use it, sis",done sis thank much sis use it sis,"['done', 'sis', 'thank', 'much', 'sis', 'use', 'it', 'sis']","['done', 'si', 'thank', 'much', 'si', 'use', 'it', 'si']",done si thank much si use it si,0.263,0.0,0.737,positive
ih sama banget malah temenku yang pakai reguler shopee standard nyampe nya lebih cepet besoknya dah sampe ini malah saya yang pakai next day hari tidak sampai,ih sama banget malah temenku yang pakai reguler shopee standard nyampe nya lebih cepet besoknya dah sampe ini malah saya yang pakai next day hari tidak sampai,"it's the same as my friend who uses the regular standard regular, it arrives faster the next day until this is the one who uses next day it doesn't arrive",friend uses regular standard regular arrives faster next day one uses next day arrive,"['friend', 'uses', 'regular', 'standard', 'regular', 'arrives', 'faster', 'next', 'day', 'one', 'uses', 'next', 'day', 'arrive']","['friend', 'use', 'regular', 'standard', 'regular', 'arriv', 'faster', 'next', 'day', 'one', 'use', 'next', 'day', 'arriv']",friend use regular standard regular arriv faster next day one use next day arriv,0.198,0.0,0.802,positive
paling tidak sih spx lelet sangat kurirnya top jnt tetapi karena dipilihan gaada jdi sicepat okelaaa,paling tidak sih lelet sangat kurirnya top tetapi karena dipilihan gaada jdi okelaaa,"at least it's very slow, the courier is top, but because it's chosen, it's okay",least slow courier top chosen okay,"['least', 'slow', 'courier', 'top', 'chosen', 'okay']","['least', 'slow', 'courier', 'top', 'chosen', 'okay']",least slow courier top chosen okay,0.628,0.0,0.372,positive
Bisa check disini ya kak Bisa keep event co hari ini mengunakan sicepat juni libur pengiriman,Bisa check disini ya kak Bisa keep event co hari ini mengunakan juni libur pengiriman,"can check here, sis, you can keep event co -events today using june holidays",check here sis keep event co events today using june holidays,"['check', 'here', 'sis', 'keep', 'event', 'co', 'events', 'today', 'using', 'june', 'holidays']","['check', 'here', 'si', 'keep', 'event', 'co', 'event', 'today', 'use', 'june', 'holiday']",check here si keep event co event today use june holiday,0.213,0.0,0.787,positive
jnt ngrasa aman saja begitu sicepat pesen sekarang dateng kemaren,ngrasa aman saja begitu pesen sekarang dateng kemaren,feeling safe just so order now came yesterday,feeling safe order came yesterday,"['feeling', 'safe', 'order', 'came', 'yesterday']","['feel', 'safe', 'order', 'came', 'yesterday']",feel safe order came yesterday,0.42,0.0,0.58,positive
